time,gFx,gFy,gFz,Class
1552296783.09,476.288,878.400,296.704,1
1552296783.10,491.904,878.400,292.800,1
1552296783.11,491.904,862.784,281.088,1
1552296783.12,495.808,866.688,296.704,1
1552296783.13,480.192,858.880,288.896,1
1552296783.14,472.384,847.168,288.896,1
1552296783.15,468.480,847.168,281.088,1
1552296783.16,468.480,839.360,288.896,1
1552296783.17,448.960,851.072,281.088,1
1552296783.18,448.960,823.744,273.280,1
1552296783.19,441.152,843.264,281.088,1
1552296783.20,421.632,858.880,284.992,1
1552296783.21,437.248,843.264,312.320,1
1552296783.22,445.056,851.072,284.992,1
1552296783.23,456.768,847.168,288.896,1
1552296783.24,452.864,839.360,281.088,1
1552296783.25,452.864,847.168,296.704,1
1552296783.26,456.768,851.072,284.992,1
1552296783.27,472.384,851.072,304.512,1
1552296783.28,484.096,851.072,281.088,1
1552296783.29,484.096,854.976,304.512,1
1552296783.30,480.192,854.976,284.992,1
1552296783.31,480.192,858.880,300.608,1
1552296783.32,480.192,858.880,300.608,1
1552296783.33,488.000,870.592,316.224,1
1552296783.34,484.096,854.976,304.512,1
1552296783.35,472.384,839.360,277.184,1
1552296783.36,488.000,854.976,296.704,1
1552296783.37,480.192,858.880,288.896,1
1552296783.38,484.096,874.496,308.416,1
1552296783.39,484.096,858.880,327.936,1
1552296783.40,495.808,851.072,300.608,1
1552296783.41,491.904,843.264,284.992,1
1552296783.42,472.384,823.744,277.184,1
1552296783.43,460.672,827.648,316.224,1
1552296783.44,452.864,854.976,296.704,1
1552296783.45,452.864,843.264,284.992,1
1552296783.46,429.440,851.072,284.992,1
1552296783.47,437.248,870.592,292.800,1
1552296783.48,456.768,874.496,281.088,1
1552296783.49,464.576,882.304,288.896,1
1552296783.50,468.480,858.880,296.704,1
1552296783.51,472.384,854.976,288.896,1
1552296783.52,480.192,870.592,277.184,1
1552296783.53,460.672,886.208,261.568,1
1552296783.54,437.248,894.016,273.280,1
1552296783.55,452.864,890.112,281.088,1
1552296783.56,448.960,878.400,284.992,1
1552296783.57,468.480,878.400,292.800,1
1552296783.58,464.576,874.496,292.800,1
1552296783.59,468.480,866.688,296.704,1
1552296783.60,448.960,870.592,284.992,1
1552296783.61,452.864,866.688,281.088,1
1552296783.62,452.864,862.784,281.088,1
1552296783.63,452.864,862.784,284.992,1
1552296783.64,456.768,854.976,281.088,1
1552296783.65,448.960,847.168,281.088,1
1552296783.66,445.056,854.976,269.376,1
1552296783.67,437.248,854.976,284.992,1
1552296783.68,445.056,851.072,284.992,1
1552296783.69,425.536,847.168,273.280,1
1552296783.70,456.768,858.880,284.992,1
1552296783.71,445.056,866.688,288.896,1
1552296783.72,448.960,878.400,288.896,1
1552296783.73,456.768,886.208,284.992,1
1552296783.74,476.288,870.592,288.896,1
1552296783.75,464.576,862.784,292.800,1
1552296783.76,472.384,870.592,284.992,1
1552296783.77,464.576,862.784,284.992,1
1552296783.78,472.384,854.976,296.704,1
1552296783.79,472.384,862.784,292.800,1
1552296783.80,484.096,854.976,300.608,1
1552296783.81,480.192,862.784,288.896,1
1552296783.82,472.384,858.880,288.896,1
1552296783.83,480.192,862.784,304.512,1
1552296783.84,480.192,851.072,292.800,1
1552296783.85,472.384,854.976,292.800,1
1552296783.86,476.288,847.168,277.184,1
1552296783.87,480.192,843.264,288.896,1
1552296783.88,480.192,854.976,281.088,1
1552296783.89,476.288,835.456,288.896,1
1552296783.90,464.576,835.456,288.896,1
1552296783.91,476.288,839.360,292.800,1
1552296783.92,468.480,839.360,300.608,1
1552296783.93,452.864,843.264,288.896,1
1552296783.94,445.056,858.880,292.800,1
1552296783.95,464.576,854.976,288.896,1
1552296783.96,456.768,854.976,277.184,1
1552296783.97,464.576,858.880,281.088,1
1552296783.98,472.384,854.976,288.896,1
1552296783.99,472.384,854.976,292.800,1
1552296784.00,476.288,851.072,292.800,1
1552296784.01,488.000,858.880,281.088,1
1552296784.02,484.096,862.784,292.800,1
1552296784.03,480.192,866.688,300.608,1
1552296784.04,476.288,870.592,300.608,1
1552296784.05,456.768,866.688,304.512,1
1552296784.06,460.672,862.784,288.896,1
1552296784.07,476.288,862.784,296.704,1
1552296784.08,472.384,851.072,281.088,1
1552296784.09,464.576,851.072,292.800,1
1552296784.10,452.864,870.592,284.992,1
1552296784.11,456.768,862.784,273.280,1
1552296784.12,452.864,862.784,284.992,1
1552296784.13,456.768,866.688,288.896,1
1552296784.14,452.864,854.976,292.800,1
1552296784.15,456.768,866.688,288.896,1
1552296784.16,472.384,866.688,284.992,1
1552296784.17,468.480,866.688,284.992,1
1552296784.18,468.480,858.880,284.992,1
1552296784.19,468.480,870.592,288.896,1
1552296784.20,468.480,858.880,292.800,1
1552296784.21,464.576,866.688,284.992,1
1552296784.22,464.576,866.688,288.896,1
1552296784.23,472.384,866.688,288.896,1
1552296784.24,460.672,866.688,304.512,1
1552296784.25,464.576,851.072,300.608,1
1552296784.26,456.768,854.976,288.896,1
1552296784.27,460.672,847.168,281.088,1
1552296784.28,445.056,870.592,288.896,1
1552296784.29,464.576,858.880,288.896,1
1552296784.30,456.768,854.976,296.704,1
1552296784.31,460.672,843.264,292.800,1
1552296784.32,464.576,851.072,288.896,1
1552296784.33,464.576,858.880,292.800,1
1552296784.34,472.384,851.072,284.992,1
1552296784.35,445.056,847.168,292.800,1
1552296784.36,472.384,858.880,277.184,1
1552296784.37,460.672,862.784,292.800,1
1552296784.38,456.768,854.976,284.992,1
1552296784.39,460.672,862.784,296.704,1
1552296784.40,472.384,854.976,284.992,1
1552296784.41,472.384,862.784,288.896,1
1552296784.42,464.576,858.880,292.800,1
1552296784.43,472.384,862.784,292.800,1
1552296784.44,456.768,847.168,284.992,1
1552296784.45,460.672,854.976,284.992,1
1552296784.46,468.480,858.880,300.608,1
1552296784.47,472.384,854.976,292.800,1
1552296784.48,464.576,858.880,292.800,1
1552296784.49,468.480,858.880,281.088,1
1552296784.50,452.864,847.168,296.704,1
1552296784.51,456.768,862.784,296.704,1
1552296784.52,460.672,870.592,281.088,1
1552296784.53,468.480,870.592,288.896,1
1552296784.54,468.480,866.688,284.992,1
1552296784.55,488.000,854.976,284.992,1
1552296784.56,464.576,862.784,308.416,1
1552296784.57,476.288,851.072,292.800,1
1552296784.58,468.480,847.168,281.088,1
1552296784.59,480.192,835.456,288.896,1
1552296784.60,468.480,847.168,300.608,1
1552296784.61,472.384,847.168,296.704,1
1552296784.62,484.096,847.168,308.416,1
1552296784.63,476.288,843.264,296.704,1
1552296784.64,484.096,851.072,304.512,1
1552296784.65,491.904,839.360,300.608,1
1552296784.66,468.480,839.360,288.896,1
1552296784.67,468.480,847.168,281.088,1
1552296784.68,472.384,851.072,277.184,1
1552296784.69,464.576,870.592,261.568,1
1552296784.70,445.056,874.496,273.280,1
1552296784.71,441.152,886.208,277.184,1
1552296784.72,456.768,878.400,281.088,1
1552296784.73,452.864,862.784,284.992,1
1552296784.74,464.576,851.072,300.608,1
1552296784.75,452.864,851.072,296.704,1
1552296784.76,472.384,843.264,284.992,1
1552296784.77,464.576,851.072,281.088,1
1552296784.78,468.480,858.880,288.896,1
1552296784.79,468.480,854.976,296.704,1
1552296784.80,452.864,847.168,281.088,1
1552296784.81,472.384,854.976,288.896,1
1552296784.82,484.096,847.168,308.416,1
1552296784.83,480.192,843.264,308.416,1
1552296784.84,480.192,843.264,308.416,1
1552296784.85,480.192,839.360,296.704,1
1552296784.86,484.096,843.264,292.800,1
1552296784.87,472.384,851.072,296.704,1
1552296784.88,468.480,843.264,296.704,1
1552296784.89,476.288,835.456,300.608,1
1552296784.90,491.904,843.264,284.992,1
1552296784.91,491.904,847.168,277.184,1
1552296784.92,488.000,854.976,284.992,1
1552296784.93,491.904,839.360,281.088,1
1552296784.94,488.000,843.264,284.992,1
1552296784.95,480.192,843.264,292.800,1
1552296784.96,495.808,843.264,288.896,1
1552296784.97,495.808,831.552,281.088,1
1552296784.98,484.096,839.360,277.184,1
1552296784.99,476.288,843.264,269.376,1
1552296785.00,472.384,851.072,269.376,1
1552296785.01,484.096,843.264,265.472,1
1552296785.02,488.000,847.168,281.088,1
1552296785.03,488.000,851.072,273.280,1
1552296785.04,495.808,847.168,292.800,1
1552296785.05,507.520,851.072,304.512,1
1552296785.06,503.616,847.168,296.704,1
1552296785.07,499.712,847.168,288.896,1
1552296785.08,491.904,854.976,300.608,1
1552296785.09,503.616,854.976,288.896,1
1552296785.10,491.904,854.976,277.184,1
1552296785.11,484.096,854.976,265.472,1
1552296785.12,468.480,862.784,281.088,1
1552296785.13,488.000,858.880,273.280,1
1552296785.14,484.096,858.880,277.184,1
1552296785.15,484.096,843.264,273.280,1
1552296785.16,495.808,831.552,284.992,1
1552296785.17,488.000,831.552,281.088,1
1552296785.18,491.904,835.456,288.896,1
1552296785.19,488.000,851.072,292.800,1
1552296785.20,488.000,858.880,288.896,1
1552296785.21,488.000,851.072,292.800,1
1552296785.22,503.616,847.168,296.704,1
1552296785.23,499.712,847.168,296.704,1
1552296785.24,503.616,847.168,312.320,1
1552296785.25,507.520,831.552,312.320,1
1552296785.26,488.000,843.264,312.320,1
1552296785.27,488.000,843.264,316.224,1
1552296785.28,484.096,839.360,320.128,1
1552296785.29,476.288,847.168,312.320,1
1552296785.30,488.000,843.264,312.320,1
1552296785.31,503.616,839.360,316.224,1
1552296785.32,499.712,858.880,312.320,1
1552296785.33,503.616,835.456,304.512,1
1552296785.34,491.904,839.360,304.512,1
1552296785.35,491.904,823.744,312.320,1
1552296785.36,499.712,827.648,320.128,1
1552296785.37,507.520,812.032,304.512,1
1552296785.38,515.328,812.032,320.128,1
1552296785.39,519.232,815.936,308.416,1
1552296785.40,515.328,808.128,312.320,1
1552296785.41,519.232,819.840,312.320,1
1552296785.42,519.232,808.128,335.744,1
1552296785.43,499.712,804.224,312.320,1
1552296785.44,499.712,808.128,308.416,1
1552296785.45,488.000,808.128,308.416,1
1552296785.46,484.096,819.840,308.416,1
1552296785.47,476.288,819.840,308.416,1
1552296785.48,491.904,819.840,300.608,1
1552296785.49,491.904,835.456,292.800,1
1552296785.50,507.520,823.744,300.608,1
1552296785.51,484.096,812.032,288.896,1
1552296785.52,484.096,823.744,300.608,1
1552296785.53,484.096,815.936,288.896,1
1552296785.54,480.192,843.264,312.320,1
1552296785.55,515.328,815.936,300.608,1
1552296785.56,538.752,815.936,308.416,1
1552296785.57,538.752,804.224,304.512,1
1552296785.58,550.464,812.032,327.936,1
1552296785.59,558.272,819.840,331.840,1
1552296785.60,546.560,819.840,331.840,1
1552296785.61,546.560,823.744,335.744,1
1552296785.62,554.368,827.648,339.648,1
1552296785.63,566.080,835.456,327.936,1
1552296785.64,573.888,831.552,304.512,1
1552296785.65,577.792,815.936,320.128,1
1552296785.66,558.272,819.840,312.320,1
1552296785.67,538.752,812.032,300.608,1
1552296785.68,523.136,827.648,308.416,1
1552296785.69,511.424,839.360,296.704,1
1552296785.70,499.712,835.456,292.800,1
1552296785.71,495.808,827.648,288.896,1
1552296785.72,503.616,815.936,284.992,1
1552296785.73,503.616,823.744,296.704,1
1552296785.74,511.424,827.648,304.512,1
1552296785.75,511.424,827.648,308.416,1
1552296785.76,523.136,823.744,304.512,1
1552296785.77,523.136,819.840,316.224,1
1552296785.78,534.848,827.648,312.320,1
1552296785.79,519.232,815.936,300.608,1
1552296785.80,523.136,812.032,304.512,1
1552296785.81,527.040,812.032,296.704,1
1552296785.82,519.232,819.840,296.704,1
1552296785.83,523.136,819.840,312.320,1
1552296785.84,523.136,812.032,312.320,1
1552296785.85,515.328,815.936,316.224,1
1552296785.86,515.328,823.744,312.320,1
1552296785.87,515.328,804.224,312.320,1
1552296785.88,519.232,812.032,312.320,1
1552296785.89,515.328,808.128,316.224,1
1552296785.90,515.328,823.744,300.608,1
1552296785.91,519.232,819.840,304.512,1
1552296785.92,523.136,815.936,308.416,1
1552296785.93,527.040,812.032,304.512,1
1552296785.94,527.040,812.032,316.224,1
1552296785.95,507.520,815.936,320.128,1
1552296785.96,534.848,815.936,312.320,1
1552296785.97,519.232,831.552,312.320,1
1552296785.98,511.424,823.744,308.416,1
1552296785.99,503.616,819.840,304.512,1
1552296786.00,507.520,862.784,316.224,1
1552296786.01,519.232,866.688,331.840,1
1552296786.02,507.520,858.880,324.032,1
1552296786.03,527.040,851.072,327.936,1
1552296786.04,519.232,847.168,331.840,1
1552296786.05,530.944,839.360,324.032,1
1552296786.06,538.752,835.456,320.128,1
1552296786.07,538.752,843.264,304.512,1
1552296786.08,542.656,831.552,308.416,1
1552296786.09,538.752,831.552,308.416,1
1552296786.10,554.368,812.032,320.128,1
1552296786.11,527.040,815.936,312.320,1
1552296786.12,519.232,823.744,316.224,1
1552296786.13,511.424,815.936,312.320,1
1552296786.14,488.000,827.648,296.704,1
1552296786.15,472.384,808.128,292.800,1
1552296786.16,464.576,815.936,296.704,1
1552296786.17,448.960,823.744,288.896,1
1552296786.18,441.152,835.456,296.704,1
1552296786.19,437.248,831.552,292.800,1
1552296786.20,445.056,827.648,304.512,1
1552296786.21,441.152,831.552,296.704,1
1552296786.22,448.960,827.648,296.704,1
1552296786.23,445.056,815.936,296.704,1
1552296786.24,441.152,815.936,304.512,1
1552296786.25,445.056,831.552,292.800,1
1552296786.26,452.864,823.744,312.320,1
1552296786.27,460.672,831.552,284.992,1
1552296786.28,460.672,831.552,308.416,1
1552296786.29,472.384,839.360,316.224,1
1552296786.30,472.384,839.360,308.416,1
1552296786.31,472.384,851.072,308.416,1
1552296786.32,472.384,851.072,312.320,1
1552296786.33,484.096,847.168,320.128,1
1552296786.34,476.288,851.072,304.512,1
1552296786.35,476.288,854.976,308.416,1
1552296786.36,491.904,858.880,296.704,1
1552296786.37,488.000,866.688,312.320,1
1552296786.38,499.712,874.496,324.032,1
1552296786.39,491.904,890.112,327.936,1
1552296786.40,452.864,874.496,331.840,1
1552296786.41,445.056,878.400,327.936,1
1552296786.42,437.248,886.208,312.320,1
1552296786.43,433.344,874.496,300.608,1
1552296786.44,452.864,878.400,300.608,1
1552296786.45,476.288,862.784,331.840,1
1552296786.46,499.712,874.496,304.512,1
1552296786.47,511.424,851.072,351.360,1
1552296786.48,523.136,843.264,316.224,1
1552296786.49,523.136,831.552,312.320,1
1552296786.50,546.560,827.648,327.936,1
1552296786.51,546.560,808.128,327.936,1
1552296786.52,534.848,804.224,312.320,1
1552296786.53,546.560,796.416,312.320,1
1552296786.54,534.848,812.032,308.416,1
1552296786.55,538.752,815.936,300.608,1
1552296786.56,523.136,808.128,324.032,1
1552296786.57,515.328,804.224,316.224,1
1552296786.58,511.424,804.224,327.936,1
1552296786.59,484.096,796.416,308.416,1
1552296786.60,464.576,788.608,312.320,1
1552296786.61,491.904,780.800,281.088,1
1552296786.62,503.616,796.416,300.608,1
1552296786.63,519.232,831.552,308.416,1
1552296786.64,530.944,823.744,300.608,1
1552296786.65,554.368,815.936,304.512,1
1552296786.66,546.560,823.744,288.896,1
1552296786.67,534.848,831.552,296.704,1
1552296786.68,511.424,835.456,277.184,1
1552296786.69,515.328,843.264,277.184,1
1552296786.70,480.192,854.976,288.896,1
1552296786.71,452.864,874.496,288.896,1
1552296786.72,429.440,890.112,277.184,1
1552296786.73,421.632,886.208,296.704,1
1552296786.74,409.920,890.112,284.992,1
1552296786.75,417.728,858.880,300.608,1
1552296786.76,425.536,831.552,339.648,1
1552296786.77,445.056,812.032,327.936,1
1552296786.78,464.576,800.320,339.648,1
1552296786.79,472.384,796.416,320.128,1
1552296786.80,480.192,812.032,308.416,1
1552296786.81,491.904,847.168,304.512,1
1552296786.82,511.424,862.784,308.416,1
1552296786.83,527.040,870.592,308.416,1
1552296786.84,538.752,862.784,312.320,1
1552296786.85,530.944,851.072,316.224,1
1552296786.86,546.560,835.456,320.128,1
1552296786.87,542.656,831.552,312.320,1
1552296786.88,542.656,831.552,320.128,1
1552296786.89,527.040,831.552,316.224,1
1552296786.90,523.136,812.032,300.608,1
1552296786.91,534.848,819.840,296.704,1
1552296786.92,530.944,831.552,288.896,1
1552296786.93,515.328,839.360,292.800,1
1552296786.94,491.904,866.688,296.704,1
1552296786.95,488.000,878.400,300.608,1
1552296786.96,464.576,858.880,300.608,1
1552296786.97,433.344,854.976,327.936,1
1552296786.98,441.152,835.456,316.224,1
1552296786.99,417.728,823.744,327.936,1
1552296787.00,437.248,823.744,324.032,1
1552296787.01,448.960,812.032,339.648,1
1552296787.02,476.288,819.840,343.552,1
1552296787.03,488.000,835.456,327.936,1
1552296787.04,468.480,858.880,327.936,1
1552296787.05,456.768,851.072,308.416,1
1552296787.06,452.864,847.168,320.128,1
1552296787.07,464.576,843.264,308.416,1
1552296787.08,464.576,843.264,312.320,1
1552296787.09,472.384,847.168,312.320,1
1552296787.10,480.192,839.360,308.416,1
1552296787.11,484.096,831.552,312.320,1
1552296787.12,491.904,831.552,324.032,1
1552296787.13,488.000,827.648,324.032,1
1552296787.14,472.384,827.648,320.128,1
1552296787.15,472.384,843.264,324.032,1
1552296787.16,476.288,839.360,308.416,1
1552296787.17,460.672,843.264,312.320,1
1552296787.18,460.672,851.072,312.320,1
1552296787.19,472.384,851.072,316.224,1
1552296787.20,472.384,851.072,316.224,1
1552296787.21,468.480,851.072,304.512,1
1552296787.22,456.768,839.360,296.704,1
1552296787.23,452.864,847.168,312.320,1
1552296787.24,437.248,847.168,324.032,1
1552296787.25,460.672,839.360,320.128,1
1552296787.26,460.672,847.168,324.032,1
1552296787.27,472.384,839.360,320.128,1
1552296787.28,480.192,847.168,331.840,1
1552296787.29,460.672,847.168,324.032,1
1552296787.30,480.192,858.880,320.128,1
1552296787.31,448.960,854.976,304.512,1
1552296787.32,472.384,851.072,304.512,1
1552296787.33,460.672,851.072,312.320,1
1552296787.34,464.576,847.168,308.416,1
1552296787.35,480.192,843.264,316.224,1
1552296787.36,488.000,843.264,308.416,1
1552296787.37,499.712,831.552,304.512,1
1552296787.38,507.520,835.456,300.608,1
1552296787.39,499.712,839.360,300.608,1
1552296787.40,488.000,839.360,308.416,1
1552296787.41,484.096,843.264,308.416,1
1552296787.42,472.384,831.552,292.800,1
1552296787.43,445.056,851.072,296.704,1
1552296787.44,460.672,835.456,316.224,1
1552296787.45,468.480,839.360,308.416,1
1552296787.46,468.480,839.360,312.320,1
1552296787.47,464.576,847.168,312.320,1
1552296787.48,452.864,854.976,300.608,1
1552296787.49,445.056,854.976,304.512,1
1552296787.50,433.344,854.976,300.608,1
1552296787.51,433.344,870.592,312.320,1
1552296787.52,433.344,862.784,331.840,1
1552296787.53,452.864,854.976,324.032,1
1552296787.54,460.672,847.168,335.744,1
1552296787.55,456.768,839.360,312.320,1
1552296787.56,452.864,862.784,316.224,1
1552296787.57,468.480,854.976,324.032,1
1552296787.58,460.672,870.592,304.512,1
1552296787.59,460.672,862.784,304.512,1
1552296787.60,468.480,858.880,304.512,1
1552296787.61,468.480,854.976,312.320,1
1552296787.62,480.192,851.072,312.320,1
1552296787.63,484.096,843.264,320.128,1
1552296787.64,488.000,843.264,308.416,1
1552296787.65,484.096,851.072,304.512,1
1552296787.66,488.000,843.264,312.320,1
1552296787.67,476.288,831.552,296.704,1
1552296787.68,488.000,835.456,296.704,1
1552296787.69,495.808,843.264,296.704,1
1552296787.70,480.192,819.840,312.320,1
1552296787.71,491.904,839.360,308.416,1
1552296787.72,511.424,831.552,308.416,1
1552296787.73,515.328,839.360,316.224,1
1552296787.74,511.424,851.072,312.320,1
1552296787.75,495.808,827.648,296.704,1
1552296787.76,480.192,831.552,312.320,1
1552296787.77,476.288,839.360,316.224,1
1552296787.78,460.672,827.648,308.416,1
1552296787.79,456.768,847.168,308.416,1
1552296787.80,437.248,843.264,324.032,1
1552296787.81,456.768,858.880,316.224,1
1552296787.82,468.480,827.648,324.032,1
1552296787.83,480.192,839.360,312.320,1
1552296787.84,488.000,839.360,324.032,1
1552296787.85,491.904,843.264,327.936,1
1552296787.86,499.712,835.456,327.936,1
1552296787.87,503.616,847.168,324.032,1
1552296787.88,491.904,823.744,327.936,1
1552296787.89,488.000,831.552,308.416,1
1552296787.90,472.384,823.744,324.032,1
1552296787.91,476.288,827.648,320.128,1
1552296787.92,468.480,823.744,320.128,1
1552296787.93,460.672,835.456,324.032,1
1552296787.94,460.672,847.168,300.608,1
1552296787.95,468.480,839.360,312.320,1
1552296787.96,476.288,858.880,320.128,1
1552296787.97,484.096,847.168,304.512,1
1552296787.98,480.192,847.168,327.936,1
1552296787.99,488.000,839.360,320.128,1
1552296788.00,452.864,835.456,304.512,1
1552296788.01,488.000,839.360,312.320,1
1552296788.02,472.384,854.976,308.416,1
1552296788.03,476.288,862.784,316.224,1
1552296788.04,480.192,862.784,331.840,1
1552296788.05,495.808,870.592,324.032,1
1552296788.06,503.616,858.880,324.032,1
1552296788.07,495.808,843.264,316.224,1
1552296788.08,507.520,823.744,308.416,1
1552296788.09,515.328,823.744,308.416,1
1552296788.10,480.192,839.360,320.128,1
1552296788.11,480.192,843.264,300.608,1
1552296788.12,456.768,854.976,304.512,1
1552296788.13,437.248,854.976,304.512,1
1552296788.14,425.536,851.072,300.608,1
1552296788.15,425.536,851.072,304.512,1
1552296788.16,452.864,858.880,316.224,1
1552296788.17,445.056,839.360,312.320,1
1552296788.18,476.288,839.360,324.032,1
1552296788.19,488.000,819.840,331.840,1
1552296788.20,495.808,827.648,324.032,1
1552296788.21,484.096,831.552,324.032,1
1552296788.22,480.192,831.552,331.840,1
1552296788.23,456.768,839.360,331.840,1
1552296788.24,452.864,851.072,312.320,1
1552296788.25,441.152,854.976,327.936,1
1552296788.26,480.192,854.976,312.320,1
1552296788.27,499.712,854.976,339.648,1
1552296788.28,499.712,847.168,327.936,1
1552296788.29,491.904,831.552,339.648,1
1552296788.30,480.192,839.360,327.936,1
1552296788.31,480.192,843.264,320.128,1
1552296788.32,456.768,839.360,324.032,1
1552296788.33,445.056,843.264,320.128,1
1552296788.34,441.152,847.168,312.320,1
1552296788.35,441.152,851.072,308.416,1
1552296788.36,448.960,843.264,308.416,1
1552296788.37,448.960,835.456,312.320,1
1552296788.38,445.056,858.880,316.224,1
1552296788.39,441.152,851.072,320.128,1
1552296788.40,437.248,847.168,320.128,1
1552296788.41,437.248,851.072,324.032,1
1552296788.42,433.344,854.976,308.416,1
1552296788.43,421.632,858.880,312.320,1
1552296788.44,421.632,851.072,308.416,1
1552296788.45,425.536,854.976,324.032,1
1552296788.46,429.440,854.976,320.128,1
1552296788.47,445.056,851.072,320.128,1
1552296788.48,460.672,851.072,292.800,1
1552296788.49,468.480,851.072,312.320,1
1552296788.50,476.288,851.072,308.416,1
1552296788.51,476.288,851.072,300.608,1
1552296788.52,484.096,862.784,308.416,1
1552296788.53,476.288,858.880,312.320,1
1552296788.54,480.192,854.976,320.128,1
1552296788.55,468.480,847.168,312.320,1
1552296788.56,456.768,851.072,316.224,1
1552296788.57,445.056,847.168,316.224,1
1552296788.58,460.672,839.360,316.224,1
1552296788.59,460.672,847.168,300.608,1
1552296788.60,452.864,862.784,312.320,1
1552296788.61,448.960,866.688,308.416,1
1552296788.62,456.768,866.688,312.320,1
1552296788.63,472.384,858.880,304.512,1
1552296788.64,468.480,854.976,312.320,1
1552296788.65,476.288,854.976,331.840,1
1552296788.66,476.288,843.264,324.032,1
1552296788.67,472.384,827.648,308.416,1
1552296788.68,476.288,823.744,288.896,1
1552296788.69,468.480,827.648,300.608,1
1552296788.70,464.576,851.072,312.320,1
1552296788.71,472.384,847.168,308.416,1
1552296788.72,472.384,847.168,304.512,1
1552296788.73,488.000,847.168,277.184,1
1552296788.74,507.520,839.360,288.896,1
1552296788.75,507.520,839.360,296.704,1
1552296788.76,519.232,831.552,296.704,1
1552296788.77,530.944,819.840,292.800,1
1552296788.78,530.944,843.264,316.224,1
1552296788.79,527.040,839.360,300.608,1
1552296788.80,507.520,843.264,288.896,1
1552296788.81,472.384,843.264,316.224,1
1552296788.82,460.672,835.456,304.512,1
1552296788.83,433.344,835.456,284.992,1
1552296788.84,429.440,851.072,288.896,1
1552296788.85,452.864,862.784,292.800,1
1552296788.86,480.192,851.072,304.512,1
1552296788.87,495.808,858.880,292.800,1
1552296788.88,495.808,862.784,292.800,1
1552296788.89,491.904,847.168,284.992,1
1552296788.90,503.616,835.456,296.704,1
1552296788.91,499.712,831.552,284.992,1
1552296788.92,491.904,839.360,300.608,1
1552296788.93,488.000,858.880,300.608,1
1552296788.94,491.904,862.784,312.320,1
1552296788.95,484.096,866.688,316.224,1
1552296788.96,495.808,858.880,324.032,1
1552296788.97,511.424,835.456,304.512,1
1552296788.98,511.424,843.264,292.800,1
1552296788.99,499.712,827.648,296.704,1
1552296789.00,480.192,831.552,288.896,1
1552296789.01,476.288,839.360,296.704,1
1552296789.02,495.808,843.264,308.416,1
1552296789.03,488.000,839.360,320.128,1
1552296789.04,527.040,831.552,327.936,1
1552296789.05,530.944,819.840,312.320,1
1552296789.06,515.328,827.648,304.512,1
1552296789.07,507.520,831.552,300.608,1
1552296789.08,495.808,827.648,288.896,1
1552296789.09,488.000,851.072,288.896,1
1552296789.10,468.480,851.072,288.896,1
1552296789.11,480.192,882.304,281.088,1
1552296789.12,472.384,862.784,292.800,1
1552296789.13,476.288,851.072,284.992,1
1552296789.14,480.192,831.552,296.704,1
1552296789.15,495.808,827.648,300.608,1
1552296789.16,491.904,827.648,300.608,1
1552296789.17,511.424,823.744,308.416,1
1552296789.18,511.424,831.552,304.512,1
1552296789.19,515.328,827.648,320.128,1
1552296789.20,519.232,847.168,320.128,1
1552296789.21,507.520,831.552,316.224,1
1552296789.22,511.424,823.744,316.224,1
1552296789.23,499.712,827.648,300.608,1
1552296789.24,484.096,812.032,308.416,1
1552296789.25,476.288,827.648,308.416,1
1552296789.26,484.096,835.456,300.608,1
1552296789.27,491.904,847.168,308.416,1
1552296789.28,491.904,839.360,296.704,1
1552296789.29,491.904,835.456,304.512,1
1552296789.30,491.904,831.552,292.800,1
1552296789.31,503.616,827.648,300.608,1
1552296789.32,495.808,831.552,296.704,1
1552296789.33,503.616,827.648,304.512,1
1552296789.34,503.616,819.840,296.704,1
1552296789.35,507.520,831.552,300.608,1
1552296789.36,523.136,831.552,281.088,1
1552296789.37,527.040,831.552,284.992,1
1552296789.38,519.232,827.648,292.800,1
1552296789.39,534.848,843.264,296.704,1
1552296789.40,519.232,843.264,308.416,1
1552296789.41,515.328,827.648,292.800,1
1552296789.42,503.616,847.168,304.512,1
1552296789.43,503.616,827.648,304.512,1
1552296789.44,511.424,808.128,296.704,1
1552296789.45,495.808,815.936,308.416,1
1552296789.46,495.808,812.032,304.512,1
1552296789.47,511.424,815.936,304.512,1
1552296789.48,491.904,819.840,292.800,1
1552296789.49,511.424,831.552,292.800,1
1552296789.50,507.520,831.552,292.800,1
1552296789.51,530.944,835.456,281.088,1
1552296789.52,515.328,835.456,277.184,1
1552296789.53,507.520,843.264,288.896,1
1552296789.54,491.904,839.360,273.280,1
1552296789.55,480.192,847.168,284.992,1
1552296789.56,484.096,823.744,284.992,1
1552296789.57,484.096,827.648,284.992,1
1552296789.58,491.904,827.648,296.704,1
1552296789.59,499.712,839.360,284.992,1
1552296789.60,511.424,827.648,269.376,1
1552296789.61,511.424,843.264,281.088,1
1552296789.62,530.944,835.456,281.088,1
1552296789.63,534.848,835.456,288.896,1
1552296789.64,523.136,827.648,281.088,1
1552296789.65,530.944,831.552,284.992,1
1552296789.66,530.944,835.456,308.416,1
1552296789.67,542.656,835.456,292.800,1
1552296789.68,554.368,831.552,288.896,1
1552296789.69,550.464,831.552,277.184,1
1552296789.70,538.752,835.456,277.184,1
1552296789.71,542.656,839.360,281.088,1
1552296789.72,523.136,847.168,284.992,1
1552296789.73,515.328,835.456,288.896,1
