time,gFx,gFy,gFz,Class
1552297063.08,566.080,851.072,171.776,0
1552297063.09,577.792,858.880,199.104,0
1552297063.10,569.984,843.264,195.200,0
1552297063.11,558.272,835.456,195.200,0
1552297063.12,562.176,827.648,203.008,0
1552297063.13,542.656,835.456,203.008,0
1552297063.14,523.136,835.456,199.104,0
1552297063.15,511.424,851.072,191.296,0
1552297063.16,499.712,866.688,187.392,0
1552297063.17,491.904,878.400,179.584,0
1552297063.18,507.520,882.304,175.680,0
1552297063.19,534.848,890.112,183.488,0
1552297063.20,534.848,894.016,183.488,0
1552297063.21,538.752,874.496,179.584,0
1552297063.22,542.656,854.976,183.488,0
1552297063.23,530.944,851.072,187.392,0
1552297063.24,511.424,847.168,191.296,0
1552297063.25,503.616,851.072,191.296,0
1552297063.26,495.808,851.072,199.104,0
1552297063.27,499.712,847.168,199.104,0
1552297063.28,491.904,847.168,175.680,0
1552297063.29,476.288,839.360,175.680,0
1552297063.30,480.192,835.456,160.064,0
1552297063.31,495.808,847.168,167.872,0
1552297063.32,495.808,823.744,167.872,0
1552297063.33,523.136,831.552,163.968,0
1552297063.34,530.944,819.840,163.968,0
1552297063.35,515.328,831.552,179.584,0
1552297063.36,511.424,831.552,179.584,0
1552297063.37,511.424,831.552,175.680,0
1552297063.38,507.520,858.880,171.776,0
1552297063.39,511.424,854.976,152.256,0
1552297063.40,507.520,862.784,148.352,0
1552297063.41,515.328,862.784,124.928,0
1552297063.42,523.136,862.784,132.736,0
1552297063.43,534.848,870.592,128.832,0
1552297063.44,546.560,862.784,128.832,0
1552297063.45,562.176,854.976,140.544,0
1552297063.46,566.080,862.784,140.544,0
1552297063.47,566.080,854.976,136.640,0
1552297063.48,558.272,851.072,144.448,0
1552297063.49,554.368,839.360,140.544,0
1552297063.50,558.272,835.456,124.928,0
1552297063.51,554.368,843.264,128.832,0
1552297063.52,558.272,843.264,128.832,0
1552297063.53,546.560,854.976,132.736,0
1552297063.54,530.944,878.400,132.736,0
1552297063.55,542.656,882.304,124.928,0
1552297063.56,546.560,874.496,124.928,0
1552297063.57,530.944,874.496,113.216,0
1552297063.58,527.040,854.976,121.024,0
1552297063.59,534.848,839.360,128.832,0
1552297063.60,530.944,835.456,132.736,0
1552297063.61,542.656,851.072,136.640,0
1552297063.62,538.752,835.456,136.640,0
1552297063.63,511.424,831.552,140.544,0
1552297063.64,527.040,831.552,144.448,0
1552297063.65,507.520,831.552,148.352,0
1552297063.66,519.232,862.784,140.544,0
1552297063.67,527.040,886.208,144.448,0
1552297063.68,527.040,905.728,148.352,0
1552297063.69,538.752,909.632,148.352,0
1552297063.70,534.848,905.728,156.160,0
1552297063.71,546.560,886.208,179.584,0
1552297063.72,530.944,878.400,175.680,0
1552297063.73,527.040,870.592,183.488,0
1552297063.74,507.520,851.072,171.776,0
1552297063.75,499.712,854.976,171.776,0
1552297063.76,476.288,882.304,183.488,0
1552297063.77,468.480,933.056,175.680,0
1552297063.78,484.096,956.480,179.584,0
1552297063.79,491.904,995.520,175.680,0
1552297063.80,484.096,968.192,167.872,0
1552297063.81,480.192,921.344,175.680,0
1552297063.82,464.576,897.920,179.584,0
1552297063.83,460.672,897.920,210.816,0
1552297063.84,468.480,917.440,214.720,0
1552297063.85,464.576,933.056,230.336,0
1552297063.86,448.960,940.864,238.144,0
1552297063.87,417.728,933.056,222.528,0
1552297063.88,402.112,936.960,234.240,0
1552297063.89,394.304,940.864,210.816,0
1552297063.90,390.400,936.960,214.720,0
1552297063.91,394.304,917.440,210.816,0
1552297063.92,421.632,890.112,214.720,0
1552297063.93,448.960,878.400,218.624,0
1552297063.94,472.384,866.688,214.720,0
1552297063.95,503.616,870.592,214.720,0
1552297063.96,523.136,874.496,206.912,0
1552297063.97,534.848,878.400,238.144,0
1552297063.98,530.944,897.920,226.432,0
1552297063.99,530.944,882.304,226.432,0
1552297064.00,468.480,882.304,203.008,0
1552297064.01,464.576,878.400,230.336,0
1552297064.02,445.056,886.208,234.240,0
1552297064.03,437.248,897.920,222.528,0
1552297064.04,437.248,878.400,230.336,0
1552297064.05,433.344,890.112,218.624,0
1552297064.06,433.344,870.592,206.912,0
1552297064.07,433.344,874.496,206.912,0
1552297064.08,437.248,878.400,222.528,0
1552297064.09,441.152,890.112,214.720,0
1552297064.10,472.384,886.208,238.144,0
1552297064.11,472.384,890.112,249.856,0
1552297064.12,484.096,878.400,257.664,0
1552297064.13,488.000,851.072,261.568,0
1552297064.14,499.712,866.688,257.664,0
1552297064.15,503.616,851.072,273.280,0
1552297064.16,507.520,866.688,273.280,0
1552297064.17,530.944,874.496,265.472,0
1552297064.18,523.136,854.976,281.088,0
1552297064.19,534.848,839.360,273.280,0
1552297064.20,523.136,827.648,292.800,0
1552297064.21,511.424,823.744,312.320,0
1552297064.22,495.808,815.936,292.800,0
1552297064.23,476.288,796.416,284.992,0
1552297064.24,445.056,812.032,288.896,0
1552297064.25,429.440,784.704,300.608,0
1552297064.26,406.016,804.224,300.608,0
1552297064.27,386.496,804.224,304.512,0
1552297064.28,382.592,815.936,300.608,0
1552297064.29,386.496,812.032,296.704,0
1552297064.30,398.208,812.032,269.376,0
1552297064.31,429.440,796.416,288.896,0
1552297064.32,488.000,784.704,296.704,0
1552297064.33,511.424,808.128,281.088,0
1552297064.34,527.040,839.360,288.896,0
1552297064.35,558.272,874.496,320.128,0
1552297064.36,527.040,890.112,359.168,0
1552297064.37,488.000,878.400,374.784,0
1552297064.38,437.248,847.168,370.880,0
1552297064.39,386.496,812.032,370.880,0
1552297064.40,351.360,796.416,339.648,0
1552297064.41,366.976,784.704,331.840,0
1552297064.42,417.728,804.224,316.224,0
1552297064.43,476.288,835.456,308.416,0
1552297064.44,534.848,843.264,300.608,0
1552297064.45,597.312,815.936,320.128,0
1552297064.46,616.832,784.704,355.264,0
1552297064.47,655.872,761.280,355.264,0
1552297064.48,640.256,722.240,370.880,0
1552297064.49,632.448,698.816,378.688,0
1552297064.50,597.312,702.720,370.880,0
1552297064.51,573.888,714.432,355.264,0
1552297064.52,542.656,745.664,339.648,0
1552297064.53,534.848,769.088,327.936,0
1552297064.54,530.944,780.800,339.648,0
1552297064.55,554.368,761.280,343.552,0
1552297064.56,554.368,765.184,331.840,0
1552297064.57,566.080,757.376,359.168,0
1552297064.58,569.984,749.568,355.264,0
1552297064.59,577.792,737.856,374.784,0
1552297064.60,573.888,761.280,386.496,0
1552297064.61,581.696,769.088,382.592,0
1552297064.62,573.888,765.184,378.688,0
1552297064.63,577.792,776.896,378.688,0
1552297064.64,569.984,788.608,366.976,0
1552297064.65,562.176,800.320,366.976,0
1552297064.66,562.176,780.800,374.784,0
1552297064.67,542.656,769.088,386.496,0
1552297064.68,558.272,772.992,374.784,0
1552297064.69,538.752,776.896,363.072,0
1552297064.70,527.040,792.512,363.072,0
1552297064.71,519.232,800.320,351.360,0
1552297064.72,491.904,804.224,355.264,0
1552297064.73,515.328,812.032,355.264,0
1552297064.74,491.904,804.224,355.264,0
1552297064.75,484.096,800.320,363.072,0
1552297064.76,484.096,804.224,366.976,0
1552297064.77,480.192,780.800,363.072,0
1552297064.78,515.328,776.896,374.784,0
1552297064.79,523.136,776.896,359.168,0
1552297064.80,542.656,788.608,374.784,0
1552297064.81,558.272,800.320,370.880,0
1552297064.82,542.656,804.224,374.784,0
1552297064.83,523.136,796.416,378.688,0
1552297064.84,519.232,792.512,398.208,0
1552297064.85,507.520,788.608,394.304,0
1552297064.86,495.808,776.896,378.688,0
1552297064.87,507.520,780.800,394.304,0
1552297064.88,511.424,784.704,394.304,0
1552297064.89,515.328,784.704,402.112,0
1552297064.90,519.232,776.896,394.304,0
1552297064.91,511.424,772.992,413.824,0
1552297064.92,499.712,788.608,402.112,0
1552297064.93,488.000,780.800,402.112,0
1552297064.94,484.096,792.512,398.208,0
1552297064.95,452.864,788.608,382.592,0
1552297064.96,468.480,796.416,390.400,0
1552297064.97,468.480,796.416,394.304,0
1552297064.98,476.288,804.224,398.208,0
1552297064.99,468.480,804.224,398.208,0
1552297065.00,472.384,800.320,402.112,0
1552297065.01,460.672,800.320,398.208,0
1552297065.02,445.056,812.032,398.208,0
1552297065.03,460.672,804.224,398.208,0
1552297065.04,464.576,804.224,402.112,0
1552297065.05,472.384,827.648,386.496,0
1552297065.06,460.672,819.840,386.496,0
1552297065.07,437.248,823.744,386.496,0
1552297065.08,437.248,835.456,402.112,0
1552297065.09,406.016,835.456,386.496,0
1552297065.10,398.208,827.648,382.592,0
1552297065.11,394.304,843.264,386.496,0
1552297065.12,390.400,878.400,382.592,0
1552297065.13,406.016,917.440,402.112,0
1552297065.14,425.536,936.960,386.496,0
1552297065.15,433.344,940.864,398.208,0
1552297065.16,460.672,933.056,394.304,0
1552297065.17,484.096,944.768,390.400,0
1552297065.18,515.328,929.152,382.592,0
1552297065.19,519.232,890.112,378.688,0
1552297065.20,519.232,843.264,363.072,0
1552297065.21,519.232,819.840,355.264,0
1552297065.22,511.424,819.840,339.648,0
1552297065.23,507.520,800.320,331.840,0
1552297065.24,523.136,784.704,320.128,0
1552297065.25,511.424,792.512,316.224,0
1552297065.26,523.136,788.608,308.416,0
1552297065.27,538.752,808.128,331.840,0
1552297065.28,527.040,800.320,327.936,0
1552297065.29,511.424,808.128,324.032,0
1552297065.30,468.480,827.648,327.936,0
1552297065.31,421.632,854.976,308.416,0
1552297065.32,370.880,878.400,292.800,0
1552297065.33,347.456,882.304,296.704,0
1552297065.34,378.688,894.016,281.088,0
1552297065.35,429.440,894.016,284.992,0
1552297065.36,507.520,854.976,269.376,0
1552297065.37,597.312,804.224,304.512,0
1552297065.38,675.392,757.376,312.320,0
1552297065.39,726.144,745.664,331.840,0
1552297065.40,730.048,753.472,335.744,0
1552297065.41,714.432,772.992,324.032,0
1552297065.42,663.680,796.416,296.704,0
1552297065.43,597.312,812.032,261.568,0
1552297065.44,546.560,827.648,226.432,0
1552297065.45,499.712,827.648,230.336,0
1552297065.46,476.288,835.456,214.720,0
1552297065.47,468.480,835.456,234.240,0
1552297065.48,476.288,831.552,253.760,0
1552297065.49,480.192,839.360,269.376,0
1552297065.50,488.000,843.264,273.280,0
1552297065.51,488.000,847.168,277.184,0
1552297065.52,507.520,843.264,277.184,0
1552297065.53,515.328,835.456,281.088,0
1552297065.54,530.944,827.648,265.472,0
1552297065.55,519.232,831.552,281.088,0
1552297065.56,527.040,835.456,277.184,0
1552297065.57,530.944,847.168,269.376,0
1552297065.58,534.848,847.168,265.472,0
1552297065.59,534.848,831.552,249.856,0
1552297065.60,519.232,819.840,265.472,0
1552297065.61,515.328,819.840,242.048,0
1552297065.62,503.616,808.128,245.952,0
1552297065.63,495.808,808.128,234.240,0
1552297065.64,484.096,815.936,234.240,0
1552297065.65,491.904,823.744,234.240,0
1552297065.66,480.192,823.744,226.432,0
1552297065.67,468.480,819.840,226.432,0
1552297065.68,476.288,847.168,218.624,0
1552297065.69,511.424,858.880,234.240,0
1552297065.70,523.136,897.920,238.144,0
1552297065.71,534.848,894.016,242.048,0
1552297065.72,566.080,878.400,234.240,0
1552297065.73,569.984,851.072,226.432,0
1552297065.74,554.368,808.128,242.048,0
1552297065.75,530.944,780.800,242.048,0
1552297065.76,523.136,792.512,245.952,0
1552297065.77,515.328,796.416,261.568,0
1552297065.78,519.232,827.648,245.952,0
1552297065.79,538.752,835.456,277.184,0
1552297065.80,542.656,839.360,269.376,0
1552297065.81,538.752,862.784,242.048,0
1552297065.82,527.040,886.208,230.336,0
1552297065.83,491.904,897.920,249.856,0
1552297065.84,445.056,890.112,245.952,0
1552297065.85,425.536,866.688,242.048,0
1552297065.86,402.112,823.744,214.720,0
1552297065.87,417.728,800.320,222.528,0
1552297065.88,452.864,804.224,222.528,0
1552297065.89,476.288,827.648,234.240,0
1552297065.90,534.848,870.592,242.048,0
1552297065.91,542.656,890.112,238.144,0
1552297065.92,562.176,890.112,230.336,0
1552297065.93,562.176,870.592,226.432,0
1552297065.94,546.560,827.648,230.336,0
1552297065.95,538.752,800.320,234.240,0
1552297065.96,511.424,772.992,234.240,0
1552297065.97,495.808,769.088,234.240,0
1552297065.98,480.192,796.416,230.336,0
1552297065.99,484.096,843.264,234.240,0
1552297066.00,484.096,901.824,234.240,0
1552297066.01,468.480,901.824,234.240,0
1552297066.02,468.480,886.208,234.240,0
1552297066.03,460.672,866.688,238.144,0
1552297066.04,452.864,854.976,238.144,0
1552297066.05,448.960,866.688,242.048,0
1552297066.06,460.672,858.880,238.144,0
1552297066.07,472.384,870.592,234.240,0
1552297066.08,472.384,874.496,226.432,0
1552297066.09,476.288,862.784,214.720,0
1552297066.10,476.288,866.688,210.816,0
1552297066.11,484.096,870.592,230.336,0
1552297066.12,468.480,882.304,226.432,0
1552297066.13,445.056,878.400,222.528,0
1552297066.14,464.576,886.208,226.432,0
1552297066.15,456.768,870.592,222.528,0
1552297066.16,452.864,878.400,210.816,0
1552297066.17,445.056,878.400,218.624,0
1552297066.18,448.960,866.688,218.624,0
1552297066.19,437.248,866.688,234.240,0
1552297066.20,433.344,862.784,238.144,0
1552297066.21,429.440,862.784,245.952,0
1552297066.22,433.344,862.784,245.952,0
1552297066.23,437.248,858.880,249.856,0
1552297066.24,448.960,870.592,277.184,0
1552297066.25,433.344,866.688,238.144,0
1552297066.26,421.632,866.688,245.952,0
1552297066.27,421.632,897.920,245.952,0
1552297066.28,409.920,882.304,242.048,0
1552297066.29,409.920,894.016,234.240,0
1552297066.30,429.440,897.920,226.432,0
1552297066.31,441.152,886.208,230.336,0
1552297066.32,421.632,886.208,238.144,0
1552297066.33,429.440,897.920,245.952,0
1552297066.34,429.440,897.920,245.952,0
1552297066.35,429.440,894.016,253.760,0
1552297066.36,429.440,890.112,269.376,0
1552297066.37,425.536,909.632,273.280,0
1552297066.38,425.536,921.344,277.184,0
1552297066.39,421.632,940.864,284.992,0
1552297066.40,448.960,944.768,292.800,0
1552297066.41,448.960,968.192,292.800,0
1552297066.42,452.864,976.000,288.896,0
1552297066.43,452.864,976.000,277.184,0
1552297066.44,452.864,968.192,284.992,0
1552297066.45,445.056,936.960,281.088,0
1552297066.46,425.536,929.152,273.280,0
1552297066.47,437.248,936.960,296.704,0
1552297066.48,429.440,956.480,296.704,0
1552297066.49,441.152,952.576,288.896,0
1552297066.50,425.536,929.152,277.184,0
1552297066.51,421.632,925.248,265.472,0
1552297066.52,425.536,933.056,269.376,0
1552297066.53,445.056,925.248,296.704,0
1552297066.54,452.864,936.960,284.992,0
1552297066.55,441.152,897.920,281.088,0
1552297066.56,437.248,874.496,273.280,0
1552297066.57,445.056,843.264,269.376,0
1552297066.58,441.152,851.072,273.280,0
1552297066.59,421.632,862.784,281.088,0
1552297066.60,425.536,882.304,273.280,0
1552297066.61,421.632,905.728,277.184,0
1552297066.62,417.728,894.016,284.992,0
1552297066.63,413.824,886.208,281.088,0
1552297066.64,421.632,866.688,277.184,0
1552297066.65,425.536,862.784,296.704,0
1552297066.66,445.056,870.592,312.320,0
1552297066.67,413.824,874.496,327.936,0
1552297066.68,413.824,878.400,324.032,0
1552297066.69,425.536,901.824,316.224,0
1552297066.70,413.824,897.920,324.032,0
1552297066.71,406.016,882.304,312.320,0
1552297066.72,421.632,886.208,304.512,0
1552297066.73,433.344,866.688,327.936,0
1552297066.74,433.344,858.880,331.840,0
1552297066.75,409.920,858.880,324.032,0
1552297066.76,390.400,862.784,300.608,0
1552297066.77,339.648,870.592,308.416,0
1552297066.78,296.704,890.112,308.416,0
1552297066.79,253.760,894.016,316.224,0
1552297066.80,222.528,886.208,324.032,0
1552297066.81,183.488,897.920,324.032,0
1552297066.82,171.776,905.728,331.840,0
1552297066.83,183.488,894.016,343.552,0
1552297066.84,191.296,901.824,331.840,0
1552297066.85,234.240,897.920,320.128,0
1552297066.86,265.472,909.632,331.840,0
1552297066.87,324.032,901.824,308.416,0
1552297066.88,366.976,870.592,277.184,0
1552297066.89,433.344,866.688,273.280,0
1552297066.90,468.480,835.456,281.088,0
1552297066.91,503.616,819.840,308.416,0
1552297066.92,530.944,808.128,339.648,0
1552297066.93,550.464,796.416,347.456,0
1552297066.94,542.656,784.704,363.072,0
1552297066.95,515.328,808.128,355.264,0
1552297066.96,464.576,835.456,347.456,0
1552297066.97,417.728,866.688,327.936,0
1552297066.98,398.208,894.016,324.032,0
1552297066.99,374.784,913.536,335.744,0
1552297067.00,363.072,878.400,320.128,0
1552297067.01,351.360,897.920,320.128,0
1552297067.02,370.880,862.784,316.224,0
1552297067.03,370.880,851.072,304.512,0
1552297067.04,406.016,847.168,296.704,0
1552297067.05,441.152,851.072,300.608,0
1552297067.06,472.384,835.456,284.992,0
1552297067.07,515.328,843.264,288.896,0
1552297067.08,511.424,847.168,288.896,0
1552297067.09,523.136,854.976,284.992,0
1552297067.10,491.904,851.072,288.896,0
1552297067.11,480.192,839.360,281.088,0
1552297067.12,472.384,827.648,277.184,0
1552297067.13,464.576,839.360,277.184,0
1552297067.14,445.056,843.264,269.376,0
1552297067.15,448.960,854.976,265.472,0
1552297067.16,456.768,851.072,277.184,0
1552297067.17,445.056,870.592,277.184,0
1552297067.18,437.248,870.592,269.376,0
1552297067.19,429.440,886.208,277.184,0
1552297067.20,413.824,882.304,281.088,0
1552297067.21,413.824,894.016,281.088,0
1552297067.22,433.344,882.304,273.280,0
1552297067.23,445.056,894.016,284.992,0
1552297067.24,445.056,882.304,281.088,0
1552297067.25,456.768,890.112,296.704,0
1552297067.26,456.768,897.920,292.800,0
1552297067.27,456.768,905.728,284.992,0
1552297067.28,433.344,913.536,288.896,0
1552297067.29,417.728,913.536,312.320,0
1552297067.30,394.304,933.056,304.512,0
1552297067.31,374.784,921.344,296.704,0
1552297067.32,363.072,897.920,296.704,0
1552297067.33,351.360,878.400,296.704,0
1552297067.34,343.552,851.072,284.992,0
1552297067.35,359.168,866.688,296.704,0
1552297067.36,366.976,890.112,304.512,0
1552297067.37,366.976,909.632,320.128,0
1552297067.38,366.976,909.632,320.128,0
1552297067.39,366.976,897.920,335.744,0
1552297067.40,366.976,886.208,320.128,0
1552297067.41,351.360,870.592,316.224,0
1552297067.42,363.072,870.592,327.936,0
1552297067.43,374.784,882.304,347.456,0
1552297067.44,382.592,878.400,343.552,0
1552297067.45,390.400,874.496,347.456,0
1552297067.46,382.592,862.784,335.744,0
1552297067.47,386.496,870.592,331.840,0
1552297067.48,386.496,862.784,343.552,0
1552297067.49,386.496,866.688,347.456,0
1552297067.50,394.304,854.976,355.264,0
1552297067.51,406.016,839.360,347.456,0
1552297067.52,413.824,843.264,351.360,0
1552297067.53,413.824,854.976,355.264,0
1552297067.54,413.824,854.976,359.168,0
1552297067.55,406.016,851.072,355.264,0
1552297067.56,406.016,847.168,351.360,0
1552297067.57,386.496,851.072,343.552,0
1552297067.58,382.592,854.976,359.168,0
1552297067.59,382.592,858.880,343.552,0
1552297067.60,402.112,854.976,331.840,0
1552297067.61,406.016,851.072,351.360,0
1552297067.62,409.920,874.496,351.360,0
1552297067.63,433.344,874.496,363.072,0
1552297067.64,452.864,874.496,359.168,0
1552297067.65,441.152,886.208,366.976,0
1552297067.66,448.960,882.304,359.168,0
1552297067.67,452.864,866.688,351.360,0
1552297067.68,448.960,847.168,327.936,0
1552297067.69,429.440,831.552,316.224,0
1552297067.70,417.728,847.168,339.648,0
1552297067.71,394.304,858.880,331.840,0
1552297067.72,386.496,866.688,324.032,0
1552297067.73,406.016,874.496,331.840,0
1552297067.74,402.112,882.304,331.840,0
1552297067.75,425.536,886.208,335.744,0
1552297067.76,437.248,921.344,335.744,0
1552297067.77,456.768,929.152,335.744,0
1552297067.78,456.768,936.960,316.224,0
1552297067.79,468.480,944.768,320.128,0
1552297067.80,464.576,960.384,320.128,0
1552297067.81,468.480,956.480,304.512,0
1552297067.82,460.672,921.344,281.088,0
1552297067.83,448.960,866.688,269.376,0
1552297067.84,437.248,835.456,269.376,0
1552297067.85,429.440,827.648,281.088,0
1552297067.86,429.440,835.456,292.800,0
1552297067.87,421.632,866.688,284.992,0
1552297067.88,425.536,851.072,281.088,0
1552297067.89,421.632,858.880,281.088,0
1552297067.90,429.440,854.976,261.568,0
1552297067.91,433.344,851.072,257.664,0
1552297067.92,445.056,854.976,261.568,0
1552297067.93,452.864,886.208,253.760,0
1552297067.94,468.480,878.400,257.664,0
1552297067.95,464.576,874.496,269.376,0
1552297067.96,476.288,870.592,253.760,0
1552297067.97,468.480,866.688,253.760,0
1552297067.98,456.768,851.072,253.760,0
1552297067.99,456.768,847.168,261.568,0
1552297069.00,441.152,843.264,245.952,0
1552297069.01,452.864,843.264,245.952,0
1552297069.02,460.672,851.072,245.952,0
1552297069.03,480.192,854.976,245.952,0
1552297069.04,484.096,839.360,245.952,0
1552297069.05,476.288,843.264,245.952,0
1552297069.06,491.904,839.360,242.048,0
1552297069.07,484.096,847.168,238.144,0
1552297069.08,476.288,858.880,249.856,0
1552297069.09,480.192,858.880,242.048,0
1552297069.10,472.384,874.496,242.048,0
1552297069.11,480.192,866.688,245.952,0
1552297069.12,480.192,874.496,245.952,0
1552297069.13,499.712,882.304,261.568,0
1552297069.14,495.808,882.304,253.760,0
1552297069.15,491.904,890.112,245.952,0
1552297069.16,484.096,890.112,249.856,0
1552297069.17,476.288,897.920,249.856,0
1552297069.18,460.672,874.496,242.048,0
1552297069.19,456.768,870.592,242.048,0
1552297069.20,441.152,862.784,242.048,0
1552297069.21,441.152,866.688,238.144,0
1552297069.22,445.056,847.168,218.624,0
1552297069.23,445.056,858.880,234.240,0
1552297069.24,425.536,862.784,230.336,0
1552297069.25,437.248,854.976,222.528,0
1552297069.26,429.440,858.880,214.720,0
1552297069.27,425.536,870.592,214.720,0
1552297069.28,437.248,882.304,206.912,0
1552297069.29,456.768,901.824,206.912,0
1552297069.30,476.288,905.728,214.720,0
1552297069.31,472.384,897.920,226.432,0
1552297069.32,472.384,905.728,214.720,0
1552297069.33,460.672,890.112,234.240,0
1552297069.34,452.864,870.592,222.528,0
1552297069.35,433.344,882.304,222.528,0
1552297069.36,437.248,874.496,218.624,0
1552297069.37,433.344,878.400,210.816,0
1552297069.38,437.248,878.400,203.008,0
1552297069.39,437.248,882.304,206.912,0
1552297069.40,441.152,878.400,214.720,0
1552297069.41,464.576,886.208,203.008,0
1552297069.42,456.768,886.208,203.008,0
1552297069.43,460.672,874.496,199.104,0
1552297069.44,452.864,886.208,206.912,0
1552297069.45,441.152,890.112,203.008,0
1552297069.46,429.440,886.208,214.720,0
1552297069.47,425.536,886.208,210.816,0
1552297069.48,406.016,894.016,206.912,0
1552297069.49,417.728,886.208,206.912,0
1552297069.50,394.304,882.304,203.008,0
1552297069.51,406.016,897.920,214.720,0
1552297069.52,402.112,909.632,218.624,0
1552297069.53,409.920,917.440,206.912,0
1552297069.54,402.112,929.152,199.104,0
1552297069.55,394.304,940.864,206.912,0
1552297069.56,402.112,929.152,210.816,0
1552297069.57,402.112,936.960,210.816,0
1552297069.58,394.304,925.248,210.816,0
1552297069.59,398.208,913.536,210.816,0
1552297069.60,409.920,917.440,218.624,0
1552297069.61,413.824,909.632,226.432,0
1552297069.62,398.208,909.632,222.528,0
1552297069.63,402.112,929.152,222.528,0
1552297069.64,402.112,929.152,222.528,0
1552297069.65,406.016,905.728,214.720,0
1552297069.66,406.016,909.632,218.624,0
1552297069.67,406.016,901.824,222.528,0
1552297069.68,406.016,894.016,210.816,0
1552297069.69,402.112,890.112,203.008,0
1552297069.70,406.016,894.016,210.816,0
1552297069.71,402.112,897.920,218.624,0
1552297069.72,413.824,882.304,218.624,0
1552297069.73,417.728,894.016,218.624,0
1552297069.74,425.536,878.400,218.624,0
1552297069.75,425.536,886.208,218.624,0
1552297069.76,429.440,886.208,203.008,0
1552297069.77,433.344,874.496,218.624,0
1552297069.78,433.344,870.592,222.528,0
1552297069.79,425.536,851.072,218.624,0
1552297069.80,413.824,870.592,222.528,0
1552297069.81,429.440,874.496,218.624,0
1552297069.82,421.632,890.112,218.624,0
1552297069.83,429.440,890.112,218.624,0
1552297069.84,425.536,894.016,226.432,0
1552297069.85,437.248,897.920,230.336,0
1552297069.86,437.248,897.920,230.336,0
1552297069.87,433.344,897.920,230.336,0
1552297069.88,425.536,905.728,218.624,0
1552297069.89,441.152,905.728,230.336,0
1552297069.90,429.440,901.824,210.816,0
1552297069.91,425.536,905.728,214.720,0
1552297069.92,417.728,921.344,222.528,0
1552297069.93,421.632,933.056,222.528,0
1552297069.94,413.824,940.864,222.528,0
1552297069.95,421.632,940.864,226.432,0
1552297069.96,433.344,933.056,238.144,0
1552297069.97,437.248,909.632,242.048,0
1552297069.98,441.152,921.344,238.144,0
1552297069.99,456.768,917.440,261.568,0
1552297070.00,445.056,901.824,234.240,0
1552297070.01,421.632,917.440,238.144,0
1552297070.02,425.536,944.768,242.048,0
1552297070.03,437.248,968.192,261.568,0
1552297070.04,433.344,952.576,261.568,0
1552297070.05,441.152,948.672,257.664,0
1552297070.06,429.440,925.248,245.952,0
1552297070.07,425.536,913.536,249.856,0
1552297070.08,421.632,901.824,249.856,0
1552297070.09,409.920,882.304,253.760,0
1552297070.10,409.920,882.304,253.760,0
1552297070.11,406.016,874.496,281.088,0
1552297070.12,433.344,901.824,281.088,0
1552297070.13,452.864,890.112,277.184,0
1552297070.14,480.192,882.304,261.568,0
1552297070.15,472.384,870.592,261.568,0
1552297070.16,464.576,874.496,261.568,0
1552297070.17,472.384,882.304,265.472,0
1552297070.18,437.248,890.112,269.376,0
1552297070.19,421.632,890.112,253.760,0
1552297070.20,406.016,882.304,269.376,0
1552297070.21,398.208,862.784,265.472,0
1552297070.22,390.400,874.496,277.184,0
1552297070.23,390.400,874.496,269.376,0
1552297070.24,386.496,866.688,292.800,0
1552297070.25,402.112,858.880,296.704,0
1552297070.26,421.632,870.592,300.608,0
1552297070.27,429.440,866.688,304.512,0
1552297070.28,441.152,870.592,300.608,0
1552297070.29,441.152,870.592,304.512,0
1552297070.30,433.344,866.688,300.608,0
1552297070.31,413.824,858.880,296.704,0
1552297070.32,421.632,858.880,292.800,0
1552297070.33,417.728,854.976,296.704,0
1552297070.34,421.632,847.168,308.416,0
1552297070.35,429.440,839.360,308.416,0
1552297070.36,425.536,854.976,300.608,0
1552297070.37,421.632,835.456,296.704,0
1552297070.38,421.632,843.264,296.704,0
1552297070.39,425.536,847.168,312.320,0
1552297070.40,421.632,851.072,316.224,0
1552297070.41,421.632,847.168,312.320,0
1552297070.42,425.536,851.072,304.512,0
1552297070.43,433.344,874.496,312.320,0
1552297070.44,429.440,866.688,312.320,0
1552297070.45,417.728,874.496,300.608,0
1552297070.46,409.920,882.304,308.416,0
1552297070.47,425.536,882.304,308.416,0
1552297070.48,425.536,882.304,320.128,0
1552297070.49,421.632,882.304,312.320,0
1552297070.50,445.056,882.304,312.320,0
1552297070.51,445.056,882.304,304.512,0
1552297070.52,445.056,874.496,304.512,0
1552297070.53,452.864,851.072,316.224,0
1552297070.54,445.056,839.360,316.224,0
1552297070.55,437.248,823.744,296.704,0
1552297070.56,425.536,827.648,296.704,0
1552297070.57,437.248,858.880,269.376,0
1552297070.58,429.440,905.728,257.664,0
1552297070.59,417.728,933.056,257.664,0
1552297070.60,402.112,925.248,269.376,0
1552297070.61,398.208,882.304,300.608,0
1552297070.62,421.632,815.936,288.896,0
1552297070.63,417.728,792.512,288.896,0
1552297070.64,402.112,788.608,316.224,0
1552297070.65,398.208,804.224,327.936,0
1552297070.66,394.304,827.648,331.840,0
1552297070.67,382.592,835.456,335.744,0
1552297070.68,394.304,835.456,351.360,0
1552297070.69,417.728,808.128,363.072,0
1552297070.70,460.672,792.512,370.880,0
1552297070.71,503.616,765.184,374.784,0
1552297070.72,554.368,757.376,366.976,0
