time1,Statistic1_x,Statistic1_y,Statistic1_z,Statistic1_r,Statistic1_theta,Statistic1_phi,Variance_x,Variance_y,Variance_z,Variance_r,Variance_theta,Variance_phi,skewness_x,skewness_y,skewness_z,skewness_r,skewness_theta,skewness_phi,kurtosis_x,kurtosis_y,kurtosis_z,kurtosis_r,kurtosis_theta,kurtosis_phi,max_x,max_y,max_z,max_r,max_theta,max_phi,min_x,min_y,min_z,min_r,min_theta,min_phi,Class
53.3337021,0.057659167,-0.110404125,0.047471767,0.04178335,-0.934242108,89.25754066,0.156219173,0.092443043,0.211175897,0.208846626,6.955997502,126.7546771,0.150817739,0.483773333,-0.097480528,-0.10370461,0.360342082,-0.962908922,-0.159657249,-0.126000362,-1.042165239,-1.013445247,-0.902124199,-0.764418206,0.4707765,0.123683,0.4168435,0.3919385,16.126219,196.4477995,-0.2975165,-0.2871255,-0.397636,-0.4147435,-12.429517,-157.156601,0
56.2963409,0.103209467,-0.112604817,0.015912117,0.013514442,-0.259515508,106.988937,0.129180578,0.065500564,0.238378436,0.244476721,7.265102201,130.2580173,0.344029934,-0.733830052,-0.700356815,-0.638188299,0.552095786,-1.263790323,0.022921343,0.210516468,-0.147028393,-0.286251039,0.140333276,-0.195600219,0.493473,-0.0001145,0.41239,0.402108,21.811121,194.204895,-0.145469,-0.291214,-0.5593245,-0.5956125,-13.4750685,-155.3708575,0
59.2590485,-0.083753683,0.103439933,0.066800025,-0.005609283,-6.950200325,7.024334592,0.11442098,0.263273029,0.156126057,0.121039046,10.09403438,132.412478,-0.136906485,0.246319608,0.312565077,0.566916894,-0.433490809,0.356738184,-1.095123639,-1.41235812,-0.242722279,1.788855854,-0.698710452,-1.737699819,0.088704,0.501326,0.423315,0.3622365,10.8705425,192.226227,-0.302568,-0.29939,-0.332107,-0.370569,-27.7615995,-149.1718215,0
70.4068688,-0.119439225,0.221614083,0.269492592,-0.01696265,-28.16004617,-71.2779262,0.220812459,0.16162046,0.260459156,0.248081791,8.842542303,90.04159902,0.798661847,0.036385696,1.334225897,1.436720115,0.881008214,0.804514665,0.823032504,-1.030926747,2.416519064,2.690852327,0.971273661,-0.039298659,0.53223,0.525915,1.2823965,0.957059,1.5248985,137.4461365,-0.515813,-0.0820925,-0.184205,-0.471621,-43.0156555,-217.0690845,3
73.3685943,0.335524158,-0.189355092,0.154179692,0.0463698,-10.91137138,60.45223707,0.261231667,0.246566691,0.165598539,0.16484593,17.06348006,96.85681456,-0.49668879,0.362407303,-0.367239797,0.198112398,-0.166215644,-1.802962406,-0.829458298,-0.939056125,0.044459478,0.823672161,-1.091222107,1.605473051,0.7567015,0.317612,0.54455,0.507449,18.2195285,132.938904,-0.1806615,-0.53909,-0.2476595,-0.3527525,-41.7561535,-206.5347365,3
76.3301729,0.534017825,-0.569704967,-0.240679533,0.041490175,20.49544089,94.39927805,0.148011799,0.043226162,0.091494424,0.132993094,3.563817573,5.961608862,0.4993456,-0.607988304,0.191802722,0.220921961,-0.084936069,0.298760173,-0.08658092,-0.51077519,-0.968217527,-0.606994885,0.277833313,-0.161128512,0.958476,-0.5078515,-0.0800535,0.3811705,29.153511,110.188202,0.222399,-0.67442,-0.439489,-0.1886325,12.0282005,79.615219,3
79.2919644,0.1627183,-0.1455823,0.03514275,0.020773008,-4.5272996,34.55711299,0.461027876,0.400561461,0.263668455,0.188869695,23.03470455,84.92739831,-0.223753155,0.337166567,0.618810024,0.067124249,-0.27254535,-0.74165242,-1.286277217,-1.314481843,-0.253711353,-0.81095209,-1.488540063,-1.124240521,0.8626225,0.6132255,0.6651145,0.351897,25.570362,116.3818665,-0.7619445,-0.679789,-0.3456485,-0.3731975,-40.56649,-151.304375,3
82.2537211,-0.54268535,0.376483525,0.125549642,-0.036118417,-10.9957712,-70.29960702,0.166336456,0.134908372,0.216509801,0.160271578,11.7956129,18.35847182,0.208431257,0.075169415,0.88067368,0.753707426,-0.775810515,-0.339784191,-0.999539559,-0.924901652,0.511469345,0.416938967,-0.297740643,-0.954253718,-0.22636,0.6586825,0.7960505,0.4650115,8.4059795,-41.2035295,-0.8883045,0.127369,-0.227647,-0.252571,-39.839926,-110.7694395,3
85.215391,-0.188255133,-0.018077683,0.067152892,-0.003475633,-4.164591383,7.847137475,0.493354892,0.441184154,0.150661402,0.145474159,12.69093484,74.21604889,0.265326399,-0.148288159,0.302458482,0.756873569,-0.43674968,0.058721935,-1.632744969,-1.591578125,-0.746510068,-0.323085645,-0.337316816,-1.873031163,0.6040445,0.589553,0.4142235,0.3610215,22.4364815,94.4369355,-0.7924515,-0.6606305,-0.2103795,-0.1862615,-31.9906345,-83.0039445,3
88.1770924,0.463051225,-0.443804958,-0.018260108,0.040467542,6.458229533,96.8408704,0.13295555,0.039964042,0.122494755,0.148594997,3.99780261,6.23963391,0.512710705,-0.688474703,-0.206620325,0.40944788,1.085932062,0.112893886,-0.07854326,0.53141126,-0.104978783,-0.159389195,1.48125409,-0.713404621,0.818997,-0.36703,0.2375865,0.459111,19.3218615,111.894089,0.261266,-0.576187,-0.314714,-0.240764,0.062576,85.7092285,3
91.1384858,-0.0025206,-0.047900442,-0.024635992,-0.000513825,2.620855875,15.03750421,0.510052819,0.525834687,0.240551302,0.190006949,18.2677019,85.81027695,-0.067265646,0.187388931,0.298193584,0.098992551,-0.469562042,-0.230873388,-1.676661765,-1.658095951,0.148010338,-1.039529617,-0.86564755,-1.890961798,0.74035,0.747885,0.572129,0.363697,35.5568235,101.145401,-0.760541,-0.7034015,-0.559321,-0.3557415,-39.3859955,-99.4874155,3
94.0996617,-0.46985665,0.622111867,0.051375642,-0.023739842,-1.249283742,-92.25241749,0.082323431,0.127075116,0.299043722,0.181436979,15.16954818,11.1209388,-0.433453065,-0.172956893,0.302172616,0.864923886,0.135525667,0.697549764,0.602854657,-1.113666733,-1.067134431,-0.447776518,-1.184400791,-0.693841117,-0.291707,0.8381245,0.5992195,0.421383,24.700806,-66.281769,-0.728935,0.38186,-0.3974495,-0.245101,-25.5760605,-107.862621,3
97.0609654,0.370898183,-0.229113992,-0.056357358,0.026208867,4.757319392,29.98859159,0.324397977,0.442025654,0.235389656,0.157903164,20.03424812,114.7931416,-0.601691916,0.639724026,0.098908206,-0.015150997,-0.389717046,-1.035369171,-0.227093433,-1.222709004,-1.138684676,-0.605665547,-1.521759779,-0.709092044,0.959696,0.5735055,0.4475375,0.378913,28.9478795,139.2079165,-0.259797,-0.6911985,-0.472436,-0.3070155,-29.8082465,-205.9166565,3
100.0224541,0.576887542,-0.469586642,-0.163276808,0.052340475,16.93674919,99.7669347,0.213959305,0.069288187,0.131396894,0.182215155,5.052545143,10.27224707,0.204835319,0.486808437,-0.008315125,0.057633154,0.501836875,0.01290997,-0.997726725,0.068917239,-0.822255389,-1.019687626,-0.466610778,-0.71846917,1.0395035,-0.275325,0.098353,0.421359,28.2734035,119.980057,0.219592,-0.606571,-0.434485,-0.3054815,7.78561,78.0673675,3
102.983857,0.115052958,0.196908242,0.045181583,0.006006458,-1.774625408,-26.95127851,0.432083641,0.514802499,0.237490057,0.225756719,14.95383773,114.8524768,0.436410608,-0.383212134,0.750711124,0.378407551,-0.38457441,0.259578375,-1.258410345,-1.578248392,0.487202141,-0.878244041,-1.258789394,-1.765798397,0.9130815,0.776806,0.739124,0.459617,21.8636205,130.321762,-0.471638,-0.6266455,-0.374448,-0.354363,-29.4584205,-207.2981945,3
105.9454926,-0.259161075,0.6326999,0.132591742,-0.031828933,-10.28312161,-113.8851159,0.073871618,0.060130645,0.187075295,0.120764855,9.686814859,7.24362835,-0.208618663,-0.220701139,-0.024294137,0.323867553,0.397824889,0.002138994,0.267942558,-0.53196719,-0.798478361,-0.788730868,-0.698552581,0.479934943,-0.090482,0.7560605,0.52472,0.2432435,11.888067,-97.2127455,-0.448087,0.4905865,-0.259313,-0.233531,-28.442678,-131.993515,3
108.9068612,-0.262733408,0.670588917,0.058886433,-0.060762083,-5.41022835,-114.3833873,0.058379809,0.086577438,0.236320926,0.141160192,13.02364945,4.897160357,0.626422756,0.480314363,0.15235534,0.579360221,0.341511431,-0.741783852,0.995565648,-0.752275367,-0.977004863,-0.412476845,-1.039732907,2.93766548,-0.0669305,0.85106,0.4871355,0.247931,23.044285,-102.4221,-0.3998245,0.542633,-0.412093,-0.333257,-23.911063,-133.1979065,3
111.8682336,0.43716075,-0.400682225,-0.043878875,0.044874733,6.75365865,63.35995011,0.148991814,0.307006858,0.196117466,0.143126805,14.00921661,90.80423326,0.196950259,1.703471273,0.261035665,0.054182794,-0.960029377,-2.355659671,1.212009915,1.581635599,-0.200007377,-0.32113659,0.146702943,3.719781294,0.9359015,0.493028,0.4100135,0.405534,28.6695555,131.930145,0.1821305,-0.6752125,-0.4234415,-0.224928,-27.2241695,-206.996849,3
114.8294762,0.5714919,-0.541907925,-0.243755708,0.0499348,21.05275258,96.48304802,0.208057694,0.055462174,0.107285498,0.193520362,3.133925722,7.925849185,0.012951633,0.731442169,0.036369173,-0.125417957,-0.172210372,-0.127477083,-1.46381233,-0.219395635,-1.131993847,-1.330607736,0.205705665,-1.41686734,0.943893,-0.39833,-0.041492,0.402718,28.695423,110.287552,0.251564,-0.6389095,-0.441014,-0.2737885,12.55718,82.3819735,3
117.7907494,-0.387518792,0.089787525,0.021643275,0.05374935,4.22952965,-21.63758531,0.511833968,0.495624518,0.421171926,0.335275552,21.55515197,65.85338155,1.20600174,-0.342589388,0.131154001,0.541553368,0.587939908,0.741476931,0.28457008,-1.166351415,-0.321882888,-0.866884751,-0.408762716,-0.881759806,0.932606,0.818722,0.986294,0.8949675,56.7778015,107.418579,-0.944804,-0.7796085,-0.8323595,-0.3958375,-28.817605,-99.279308,3
120.7520837,-0.764504883,0.384498883,-0.118244108,-0.028229175,13.34008743,-61.26467693,0.182262475,0.279351901,0.373450468,0.301044596,16.612517,23.02752241,-1.056202905,-0.433305041,0.527941112,1.358408967,0.709222223,0.195310665,0.577181809,-1.047858797,-0.544328114,0.664698364,-0.204689471,-1.332468263,-0.46395,0.7910225,0.7060555,0.853049,56.797543,-24.024635,-1.283922,-0.188136,-0.8114315,-0.33877,-12.6114825,-98.233688,3
123.7135247,-0.130932308,-0.015377825,-0.054395717,0.021388558,7.499209883,6.542366225,0.623090988,0.513320585,0.260737445,0.246116262,14.69223906,83.5001202,0.084038283,-0.051541995,0.737201635,0.247626256,-0.682727425,0.003511966,-1.604465037,-1.586624374,0.212349686,-0.425674439,0.281918467,-1.819547856,0.7795825,0.7559385,0.742786,0.670889,31.922268,101.9019165,-1.024611,-0.7448915,-0.4766465,-0.410721,-34.8964885,-113.5703355,3
126.674981,0.383241342,-0.500109075,0.045397242,0.088279067,4.831686225,89.85442351,0.140635917,0.097205656,0.235827593,0.206174275,10.13019354,6.754168417,0.336412944,0.307553258,-0.189025295,-0.488502442,0.025736664,-0.124530719,-0.273209512,0.155388217,-0.163091874,-0.615725884,1.128197685,0.810866885,0.7284515,-0.2547635,0.5923855,0.424621,35.0879325,108.168228,0.0817615,-0.743671,-0.533023,-0.4297345,-22.27475,71.4915005,3
129.6364983,-0.549032933,0.345113025,0.035897308,-0.01932655,-0.102899883,-55.2027208,0.25598568,0.306019827,0.39019898,0.266367211,22.27795597,45.43440149,1.016181954,-0.074230833,-0.079597127,0.806790507,0.624525968,1.544241327,1.585115312,-1.117936709,-0.580734514,-0.178477345,-0.058618425,2.831981469,0.3020845,0.856429,0.8595065,0.691578,59.57185,101.9725035,-0.9614615,-0.258119,-0.8602435,-0.4626735,-39.4779285,-117.17334,3
132.5981072,-0.310833933,0.233397883,0.119703525,0.0065943,-6.802217025,-29.54020657,0.395253477,0.392518559,0.298393188,0.212050717,18.2700674,75.05004346,0.898986541,-0.614956004,-0.286389439,0.232745429,0.367252697,0.824555227,-0.157412741,-0.64725928,-0.49068865,-1.027930948,-0.369927209,-1.010976749,0.7205195,0.751302,0.717037,0.4556565,45.416084,108.152054,-0.841019,-0.640495,-0.666645,-0.3623395,-34.784191,-106.909428,3
135.5598077,0.413509642,-0.491027983,0.042498108,0.103584617,5.923991675,90.37710473,0.212047224,0.140473286,0.287753047,0.301118488,12.93163012,9.292449003,-0.228114818,0.744955588,0.14707473,0.236976331,0.798273155,-1.338213877,-0.408000419,0.328864168,1.491011535,0.888745573,3.858909446,3.209526706,0.820218,-0.0582365,1.0305905,1.0924985,55.9825975,105.282059,-0.109884,-0.737813,-0.7117335,-0.6063765,-31.5796315,55.924454,3
138.5213555,0.028609958,0.4028206,0.119319833,-0.016473117,-10.18179068,-104.5219858,0.270895599,0.202511491,0.22757826,0.186855715,11.95612369,44.96338627,-0.512350778,-0.263407271,1.034119717,0.593116296,0.332284793,1.5483631,0.628834157,-1.179752973,2.067023361,1.664132758,1.740724891,4.325889029,0.515526,0.753681,0.8631665,0.5631655,30.1453935,95.8191985,-0.845717,-0.0012485,-0.3094055,-0.434122,-32.976551,-168.0375595,3
141.4775102,-0.010584967,-0.358353133,-0.052912167,0.028007717,10.45374319,43.77062201,0.245557109,0.175943326,0.123651842,0.096970155,8.496842242,56.75871918,1.119524351,1.433651997,2.200914332,2.854934714,-0.700886118,-1.960427621,0.338945364,1.520443613,8.426927764,17.82588522,0.173623979,4.495734396,0.6274265,0.1720925,0.5613335,0.5889865,24.16695,177.547821,-0.333427,-0.60047,-0.2903645,-0.2791015,-11.5663865,-132.5901105,2
144.4382646,-0.115563142,-0.235672667,-0.024344333,0.015181517,6.589676333,34.89158201,0.042374858,0.054160916,0.056476962,0.054615364,2.144418351,7.430030055,0.183445404,-0.064139989,0.902816841,0.714261578,-0.216945652,0.280710259,-1.101599885,-1.195135748,1.056092996,1.31235879,-0.847240102,-1.178496299,-0.027013,-0.140606,0.1638865,0.1917285,10.872923,48.6466215,-0.186627,-0.333471,-0.1249545,-0.113876,1.3684275,22.6651005,2
147.3992202,-0.110696283,-0.104467492,-0.017213717,0.01686275,5.548898575,17.73888131,0.108045148,0.09442958,0.089455059,0.083580999,6.961608374,12.26197066,0.092616434,-0.251989529,-0.354377255,0.083585521,0.085732874,-0.130065576,-0.030288342,-1.151341664,-0.051598363,-0.151308201,0.147943781,-1.301014406,0.1560295,0.041766,0.1784695,0.21636,22.555069,36.8425215,-0.3638125,-0.284477,-0.2792605,-0.175093,-11.5527465,-7.6957855,2
150.3602492,0.022025142,0.105317067,0.0191864,0.007699608,-0.396374283,-17.39673042,0.072749182,0.053797419,0.079456884,0.071796177,3.795697003,11.81285894,-0.263781041,-0.782573718,0.182171405,0.162884623,0.285572926,0.324629683,-0.524606876,-0.295166655,-0.12423612,-0.017796198,-0.391005826,-0.518990104,0.181717,0.187102,0.218495,0.1893715,8.199251,8.217613,-0.1301875,-0.034807,-0.1543025,-0.1406295,-7.6031685,-43.857178,2
153.3211257,-0.09655725,0.091591783,-0.026906925,0.004861267,5.788791,-8.441468942,0.075916809,0.032616291,0.071288951,0.060898191,3.967068577,7.213854444,0.223934117,0.029035417,0.25728756,0.297516815,0.133765599,-0.599843996,-0.713837398,0.174658651,-0.170431714,-0.256660074,-0.171937207,-0.093380155,0.061701,0.183503,0.1262405,0.155014,16.9180925,4.4944075,-0.2607595,0.018581,-0.180295,-0.1282785,-2.198128,-27.4154895,2
156.2822673,-0.116159033,0.075777908,-0.033441483,0.006652858,6.842184442,-5.452787258,0.075654216,0.031183811,0.09444036,0.089540119,4.046011992,6.354921793,0.049076591,0.184979869,-0.066710153,-0.146058937,-0.232029904,-0.789697044,-0.104631589,0.26347226,-0.257218346,-0.281230545,-0.378938409,0.586239257,0.058285,0.1659915,0.187927,0.1792625,16.086161,7.9474715,-0.30536,-0.0024685,-0.2806025,-0.242135,-2.5376485,-22.983368,2
159.2433221,-0.100138708,0.063214033,-0.023927342,0.001305867,4.918869325,-4.690239058,0.038190491,0.01907277,0.065133804,0.060482371,2.698645873,3.197645956,0.2597921,-0.307540834,-0.075531759,-0.000661268,0.478336925,-0.024718906,-0.443976558,0.366858615,0.667735782,0.638799028,0.079375104,-0.294145006,1.55E-05,0.111566,0.1458265,0.1634095,12.4992965,3.1004865,-0.182051,0.0088195,-0.184139,-0.1404635,-0.123911,-11.7967225,2
162.2045037,0.01352275,0.108080933,0.012057967,0.004421075,0.475906292,-17.78008691,0.089064949,0.058307026,0.083679427,0.077713873,3.489180701,15.1948083,0.305851852,0.722069321,0.33331998,0.15597803,-0.492789574,-0.834095297,-0.839998888,-0.80020441,-0.087438468,-0.030476854,0.378286051,-0.429979267,0.2159455,0.241588,0.198299,0.1733805,8.828606,2.6109615,-0.154045,0.017056,-0.1554015,-0.169198,-10.003533,-58.113533,2
165.1654718,-0.029789167,0.187882508,-0.022986733,0.011152742,6.056536425,-22.73230359,0.094699695,0.099220318,0.128164521,0.117364452,5.689060116,14.73196046,-0.00962561,0.195403195,0.107637746,-0.153556647,-0.00737128,0.010605438,0.676751929,-1.239516117,0.294185719,0.220928906,-0.167220395,-0.776938117,0.2051465,0.3651425,0.256995,0.2678635,20.990269,5.284027,-0.295903,0.01974,-0.391221,-0.3423875,-3.3775625,-57.2352065,2
168.1265161,-0.072434142,0.165678442,-0.04594845,-0.006576675,7.349774958,-17.89739732,0.056553067,0.072785724,0.130518969,0.109572437,5.893785619,9.12805915,0.311122412,0.792578805,0.055823945,0.529268702,1.192711326,-0.545036534,0.189848724,0.241688318,-0.071187678,0.693132476,1.455968037,-0.602233294,0.0781755,0.3671555,0.284634,0.341691,25.1748085,-3.1419905,-0.2165845,0.043048,-0.308242,-0.209391,-2.47031,-38.9107055,2
171.0877263,-0.021369258,0.01918215,0.022142467,0.025140675,1.825851483,0.494137867,0.07235253,0.150050051,0.138182416,0.126739938,5.501715739,23.11582372,0.160950926,0.075763588,-0.655959864,-0.422711367,0.890151699,-0.107119672,0.071386869,-1.27345807,0.908577623,0.366612261,2.148173987,-1.256266987,0.163535,0.32585,0.3064165,0.327898,21.5431215,34.5456315,-0.182295,-0.2079655,-0.425999,-0.3335355,-9.0287155,-49.3189545,2
174.0489099,0.0003864,-0.13199415,0.031718792,0.012015208,-2.192678858,25.38460235,0.063531572,0.032136758,0.053847401,0.05068874,3.610495875,6.485879591,0.111394529,2.592665057,-0.049309357,0.689574213,0.223933531,-2.410149607,1.663928223,7.506149089,0.099928764,3.094851454,0.82863779,6.928743162,0.212651,0.002901,0.1806055,0.2132915,8.1208905,34.4195255,-0.16155,-0.1733695,-0.0984145,-0.0989355,-12.8576615,16.1509475,2
177.0099694,0.076594358,-0.116987558,0.058167442,0.017104033,-6.700475442,26.90129653,0.078260131,0.0331354,0.07059313,0.069961674,4.596165879,8.29102349,-0.078342617,-0.361538366,0.185170355,0.026539451,0.381026458,0.236775802,-0.406775223,0.536475735,-0.140917872,0.00455684,-0.135518192,-0.179372575,0.25231,-0.05549,0.224474,0.174874,4.1585825,47.3605725,-0.08638,-0.217911,-0.108725,-0.1447125,-16.7908605,10.084793,2
